URL	Status	Number of redirects	Redirect Chain	Final URL	Final URL IP	Final URL NS	
handandstonefallschurch.com	301	3	http://handandstonefallschurch.com/sitemap.xml | https://handandstonefallschurch.com/sitemap.xml | http://www.handandstonefallschurch.com/sitemap.xml | 	https://www.handandstonefallschurch.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-lakenona.com	301	3	http://handandstone-lakenona.com/sitemap.xml | https://handandstone-lakenona.com/sitemap.xml | http://www.handandstone-lakenona.com/sitemap.xml | 	https://www.handandstone-lakenona.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemiddletownde.com	301	3	http://handandstonemiddletownde.com/sitemap.xml | https://handandstonemiddletownde.com/sitemap.xml | http://www.handandstonemiddletownde.com/sitemap.xml | 	https://www.handandstonemiddletownde.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecamas.com	301	3	http://handandstonecamas.com/sitemap.xml | https://handandstonecamas.com/sitemap.xml | http://www.handandstonecamas.com/sitemap.xml | 	https://www.handandstonecamas.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonechicagolakeview.com	301	3	http://handandstonechicagolakeview.com/sitemap.xml | https://handandstonechicagolakeview.com/sitemap.xml | http://www.handandstonechicagolakeview.com/sitemap.xml | 	https://www.handandstonechicagolakeview.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewoodbridge.com	301	3	http://handandstonewoodbridge.com/sitemap.xml | https://handandstonewoodbridge.com/sitemap.xml | http://www.handandstonewoodbridge.com/sitemap.xml | 	https://www.handandstonewoodbridge.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonepomptonlakes.com	301	3	http://handandstonepomptonlakes.com/sitemap.xml | https://handandstonepomptonlakes.com/sitemap.xml | http://www.handandstonepomptonlakes.com/sitemap.xml | 	https://www.handandstonepomptonlakes.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneyonkers.com	301	3	http://handandstoneyonkers.com/sitemap.xml | https://handandstoneyonkers.com/sitemap.xml | http://www.handandstoneyonkers.com/sitemap.xml | 	https://www.handandstoneyonkers.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonerockvillecentre.com	301	3	http://handandstonerockvillecentre.com/sitemap.xml | https://handandstonerockvillecentre.com/sitemap.xml | http://www.handandstonerockvillecentre.com/sitemap.xml | 	https://www.handandstonerockvillecentre.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonenorthmiamibeach.com	301	3	http://handandstonenorthmiamibeach.com/sitemap.xml | https://handandstonenorthmiamibeach.com/sitemap.xml | http://www.handandstonenorthmiamibeach.com/sitemap.xml | 	https://www.handandstonenorthmiamibeach.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonegainesville.com	301	3	http://handandstonegainesville.com/sitemap.xml | https://handandstonegainesville.com/sitemap.xml | http://www.handandstonegainesville.com/sitemap.xml | 	https://www.handandstonegainesville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecincinnati-mason.com	301	3	http://handandstonecincinnati-mason.com/sitemap.xml | https://handandstonecincinnati-mason.com/sitemap.xml | http://www.handandstonecincinnati-mason.com/sitemap.xml | 	https://www.handandstonecincinnati-mason.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-dublin.com	301	3	http://handandstone-dublin.com/sitemap.xml | https://handandstone-dublin.com/sitemap.xml | http://www.handandstone-dublin.com/sitemap.xml | 	https://www.handandstone-dublin.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewyomissing.com	301	3	http://handandstonewyomissing.com/sitemap.xml | https://handandstonewyomissing.com/sitemap.xml | http://www.handandstonewyomissing.com/sitemap.xml | 	https://www.handandstonewyomissing.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneallentown.com	301	3	http://handandstoneallentown.com/sitemap.xml | https://handandstoneallentown.com/sitemap.xml | http://www.handandstoneallentown.com/sitemap.xml | 	https://www.handandstoneallentown.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonethewoodlands.com	301	3	http://handandstonethewoodlands.com/sitemap.xml | https://handandstonethewoodlands.com/sitemap.xml | http://www.handandstonethewoodlands.com/sitemap.xml | 	https://www.handandstonethewoodlands.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonearboretumvillage.com	301	3	http://handandstonearboretumvillage.com/sitemap.xml | https://handandstonearboretumvillage.com/sitemap.xml | http://www.handandstonearboretumvillage.com/sitemap.xml | 	https://www.handandstonearboretumvillage.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewebsterny.com	301	3	http://handandstonewebsterny.com/sitemap.xml | https://handandstonewebsterny.com/sitemap.xml | http://www.handandstonewebsterny.com/sitemap.xml | 	https://www.handandstonewebsterny.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebellevue.com	301	3	http://handandstonebellevue.com/sitemap.xml | https://handandstonebellevue.com/sitemap.xml | http://www.handandstonebellevue.com/sitemap.xml | 	https://www.handandstonebellevue.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonesouthpark.com	301	3	http://handandstonesouthpark.com/sitemap.xml | https://handandstonesouthpark.com/sitemap.xml | http://www.handandstonesouthpark.com/sitemap.xml | 	https://www.handandstonesouthpark.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-flourtown.com	301	3	http://handandstone-flourtown.com/sitemap.xml | https://handandstone-flourtown.com/sitemap.xml | http://www.handandstone-flourtown.com/sitemap.xml | 	https://www.handandstone-flourtown.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonewellington.com	301	3	http://handandstonewellington.com/sitemap.xml | https://handandstonewellington.com/sitemap.xml | http://www.handandstonewellington.com/sitemap.xml | 	https://www.handandstonewellington.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonesandysprings.com	301	3	http://handandstonesandysprings.com/sitemap.xml | https://handandstonesandysprings.com/sitemap.xml | http://www.handandstonesandysprings.com/sitemap.xml | 	https://www.handandstonesandysprings.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonefayetteville.com	301	3	http://handandstonefayetteville.com/sitemap.xml | https://handandstonefayetteville.com/sitemap.xml | http://www.handandstonefayetteville.com/sitemap.xml | 	https://www.handandstonefayetteville.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonechinohills.com	301	3	http://handandstonechinohills.com/sitemap.xml | https://handandstonechinohills.com/sitemap.xml | http://www.handandstonechinohills.com/sitemap.xml | 	https://www.handandstonechinohills.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonedraper.com	301	3	http://handandstonedraper.com/sitemap.xml | https://handandstonedraper.com/sitemap.xml | http://www.handandstonedraper.com/sitemap.xml | 	https://www.handandstonedraper.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneasheville.com	301	3	http://handandstoneasheville.com/sitemap.xml | https://handandstoneasheville.com/sitemap.xml | http://www.handandstoneasheville.com/sitemap.xml | 	https://www.handandstoneasheville.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneprogressridge.com	301	3	http://handandstoneprogressridge.com/sitemap.xml | https://handandstoneprogressridge.com/sitemap.xml | http://www.handandstoneprogressridge.com/sitemap.xml | 	https://www.handandstoneprogressridge.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecharlottesville.com	301	3	http://handandstonecharlottesville.com/sitemap.xml | https://handandstonecharlottesville.com/sitemap.xml | http://www.handandstonecharlottesville.com/sitemap.xml | 	https://www.handandstonecharlottesville.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecolumbiasc.com	301	3	http://handandstonecolumbiasc.com/sitemap.xml | https://handandstonecolumbiasc.com/sitemap.xml | http://www.handandstonecolumbiasc.com/sitemap.xml | 	https://www.handandstonecolumbiasc.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-drphillips.com	301	3	http://handandstone-drphillips.com/sitemap.xml | https://handandstone-drphillips.com/sitemap.xml | http://www.handandstone-drphillips.com/sitemap.xml | 	https://www.handandstone-drphillips.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-davie.com	301	3	http://handandstone-davie.com/sitemap.xml | https://handandstone-davie.com/sitemap.xml | http://www.handandstone-davie.com/sitemap.xml | 	https://www.handandstone-davie.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemansfield.com	301	3	http://handandstonemansfield.com/sitemap.xml | https://handandstonemansfield.com/sitemap.xml | http://www.handandstonemansfield.com/sitemap.xml | 	https://www.handandstonemansfield.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-waterfordlakes.com	301	3	http://handandstone-waterfordlakes.com/sitemap.xml | https://handandstone-waterfordlakes.com/sitemap.xml | http://www.handandstone-waterfordlakes.com/sitemap.xml | 	https://www.handandstone-waterfordlakes.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonefranklintownship.com	301	3	http://handandstonefranklintownship.com/sitemap.xml | https://handandstonefranklintownship.com/sitemap.xml | http://www.handandstonefranklintownship.com/sitemap.xml | 	https://www.handandstonefranklintownship.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonefranchise.com	403			http://handandstonefranchise.com/sitemap.xml	104.196.227.216	dns4.name-services.com.	
handandstonefeasterville.com	301	3	http://handandstonefeasterville.com/sitemap.xml | https://handandstonefeasterville.com/sitemap.xml | http://www.handandstonefeasterville.com/sitemap.xml | 	https://www.handandstonefeasterville.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecincinnati-oakley.com	301	3	http://handandstonecincinnati-oakley.com/sitemap.xml | https://handandstonecincinnati-oakley.com/sitemap.xml | http://www.handandstonecincinnati-oakley.com/sitemap.xml | 	https://www.handandstonecincinnati-oakley.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebrentwoodtn.com	301	3	http://handandstonebrentwoodtn.com/sitemap.xml | https://handandstonebrentwoodtn.com/sitemap.xml | http://www.handandstonebrentwoodtn.com/sitemap.xml | 	https://www.handandstonebrentwoodtn.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonesomerspoint.com	301	3	http://handandstonesomerspoint.com/sitemap.xml | https://handandstonesomerspoint.com/sitemap.xml | http://www.handandstonesomerspoint.com/sitemap.xml | 	https://www.handandstonesomerspoint.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonefresno.com	301	3	http://handandstonefresno.com/sitemap.xml | https://handandstonefresno.com/sitemap.xml | http://www.handandstonefresno.com/sitemap.xml | 	https://www.handandstonefresno.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneuniversityplace.com	301	3	http://handandstoneuniversityplace.com/sitemap.xml | https://handandstoneuniversityplace.com/sitemap.xml | http://www.handandstoneuniversityplace.com/sitemap.xml | 	https://www.handandstoneuniversityplace.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneportsmouth.com	301	3	http://handandstoneportsmouth.com/sitemap.xml | https://handandstoneportsmouth.com/sitemap.xml | http://www.handandstoneportsmouth.com/sitemap.xml | 	https://www.handandstoneportsmouth.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonehuntersville.com	301	3	http://handandstonehuntersville.com/sitemap.xml | https://handandstonehuntersville.com/sitemap.xml | http://www.handandstonehuntersville.com/sitemap.xml | 	https://www.handandstonehuntersville.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecamphill.com	301	3	http://handandstonecamphill.com/sitemap.xml | https://handandstonecamphill.com/sitemap.xml | http://www.handandstonecamphill.com/sitemap.xml | 	https://www.handandstonecamphill.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonealamoranch.com	301	3	http://handandstonealamoranch.com/sitemap.xml | https://handandstonealamoranch.com/sitemap.xml | http://www.handandstonealamoranch.com/sitemap.xml | 	https://www.handandstonealamoranch.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstone-stoneoak.com	301	3	http://handandstone-stoneoak.com/sitemap.xml | https://handandstone-stoneoak.com/sitemap.xml | http://www.handandstone-stoneoak.com/sitemap.xml | 	https://www.handandstone-stoneoak.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonestlouispark.com	301	3	http://handandstonestlouispark.com/sitemap.xml | https://handandstonestlouispark.com/sitemap.xml | http://www.handandstonestlouispark.com/sitemap.xml | 	https://www.handandstonestlouispark.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonethousandoaks.com	301	3	http://handandstonethousandoaks.com/sitemap.xml | https://handandstonethousandoaks.com/sitemap.xml | http://www.handandstonethousandoaks.com/sitemap.xml | 	https://www.handandstonethousandoaks.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonewatchung.com	301	3	http://handandstonewatchung.com/sitemap.xml | https://handandstonewatchung.com/sitemap.xml | http://www.handandstonewatchung.com/sitemap.xml | 	https://www.handandstonewatchung.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-leander.com	301	3	http://handandstone-leander.com/sitemap.xml | https://handandstone-leander.com/sitemap.xml | http://www.handandstone-leander.com/sitemap.xml | 	https://www.handandstone-leander.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonehewlett.com	301	3	http://handandstonehewlett.com/sitemap.xml | https://handandstonehewlett.com/sitemap.xml | http://www.handandstonehewlett.com/sitemap.xml | 	https://www.handandstonehewlett.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemaplegrove.com	301	3	http://handandstonemaplegrove.com/sitemap.xml | https://handandstonemaplegrove.com/sitemap.xml | http://www.handandstonemaplegrove.com/sitemap.xml | 	https://www.handandstonemaplegrove.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebethlehem.com	301	3	http://handandstonebethlehem.com/sitemap.xml | https://handandstonebethlehem.com/sitemap.xml | http://www.handandstonebethlehem.com/sitemap.xml | 	https://www.handandstonebethlehem.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecarmel-clayterrace.com	301	3	http://handandstonecarmel-clayterrace.com/sitemap.xml | https://handandstonecarmel-clayterrace.com/sitemap.xml | http://www.handandstonecarmel-clayterrace.com/sitemap.xml | 	https://www.handandstonecarmel-clayterrace.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebrea.com	301	3	http://handandstonebrea.com/sitemap.xml | https://handandstonebrea.com/sitemap.xml | http://www.handandstonebrea.com/sitemap.xml | 	https://www.handandstonebrea.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneflemington.com	301	3	http://handandstoneflemington.com/sitemap.xml | https://handandstoneflemington.com/sitemap.xml | http://www.handandstoneflemington.com/sitemap.xml | 	https://www.handandstoneflemington.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonememorialhouston.com	301	3	http://handandstonememorialhouston.com/sitemap.xml | https://handandstonememorialhouston.com/sitemap.xml | http://www.handandstonememorialhouston.com/sitemap.xml | 	https://www.handandstonememorialhouston.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemelbourne.com	301	3	http://handandstonemelbourne.com/sitemap.xml | https://handandstonemelbourne.com/sitemap.xml | http://www.handandstonemelbourne.com/sitemap.xml | 	https://www.handandstonemelbourne.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebountiful.com	301	3	http://handandstonebountiful.com/sitemap.xml | https://handandstonebountiful.com/sitemap.xml | http://www.handandstonebountiful.com/sitemap.xml | 	https://www.handandstonebountiful.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handstone.boomtime.com/lgift	200			http://handstone.boomtime.com/lgift/sitemap.xml	209.216.19.25	ns4.p24.dynect.net.	
handandstonetroy.com	301	3	http://handandstonetroy.com/sitemap.xml | https://handandstonetroy.com/sitemap.xml | http://www.handandstonetroy.com/sitemap.xml | 	https://www.handandstonetroy.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonechandler.com	301	3	http://handandstonechandler.com/sitemap.xml | https://handandstonechandler.com/sitemap.xml | http://www.handandstonechandler.com/sitemap.xml | 	https://www.handandstonechandler.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneoceantownship.com	301	3	http://handandstoneoceantownship.com/sitemap.xml | https://handandstoneoceantownship.com/sitemap.xml | http://www.handandstoneoceantownship.com/sitemap.xml | 	https://www.handandstoneoceantownship.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemamaroneck.com	301	3	http://handandstonemamaroneck.com/sitemap.xml | https://handandstonemamaroneck.com/sitemap.xml | http://www.handandstonemamaroneck.com/sitemap.xml | 	https://www.handandstonemamaroneck.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebradenton.com	301	3	http://handandstonebradenton.com/sitemap.xml | https://handandstonebradenton.com/sitemap.xml | http://www.handandstonebradenton.com/sitemap.xml | 	https://www.handandstonebradenton.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemelville.com	301	3	http://handandstonemelville.com/sitemap.xml | https://handandstonemelville.com/sitemap.xml | http://www.handandstonemelville.com/sitemap.xml | 	https://www.handandstonemelville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonewinterpark.com	301	3	http://handandstonewinterpark.com/sitemap.xml | https://handandstonewinterpark.com/sitemap.xml | http://www.handandstonewinterpark.com/sitemap.xml | 	https://www.handandstonewinterpark.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneuniversitycity.com	301	3	http://handandstoneuniversitycity.com/sitemap.xml | https://handandstoneuniversitycity.com/sitemap.xml | http://www.handandstoneuniversitycity.com/sitemap.xml | 	https://www.handandstoneuniversitycity.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonesouthphiladelphiapa.com	301	3	http://handandstonesouthphiladelphiapa.com/sitemap.xml | https://handandstonesouthphiladelphiapa.com/sitemap.xml | http://www.handandstonesouthphiladelphiapa.com/sitemap.xml | 	https://www.handandstonesouthphiladelphiapa.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonemidlothianva.com	301	3	http://handandstonemidlothianva.com/sitemap.xml | https://handandstonemidlothianva.com/sitemap.xml | http://www.handandstonemidlothianva.com/sitemap.xml | 	https://www.handandstonemidlothianva.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-peorialakepleasant.com	301	3	http://handandstone-peorialakepleasant.com/sitemap.xml | https://handandstone-peorialakepleasant.com/sitemap.xml | http://www.handandstone-peorialakepleasant.com/sitemap.xml | 	https://www.handandstone-peorialakepleasant.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemanassas.com	301	3	http://handandstonemanassas.com/sitemap.xml | https://handandstonemanassas.com/sitemap.xml | http://www.handandstonemanassas.com/sitemap.xml | 	https://www.handandstonemanassas.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonedeland.com	301	3	http://handandstonedeland.com/sitemap.xml | https://handandstonedeland.com/sitemap.xml | http://www.handandstonedeland.com/sitemap.xml | 	https://www.handandstonedeland.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneconshohocken.com	301	3	http://handandstoneconshohocken.com/sitemap.xml | https://handandstoneconshohocken.com/sitemap.xml | http://www.handandstoneconshohocken.com/sitemap.xml | 	https://www.handandstoneconshohocken.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonecoloradosprings.com	301	3	http://handandstonecoloradosprings.com/sitemap.xml | https://handandstonecoloradosprings.com/sitemap.xml | http://www.handandstonecoloradosprings.com/sitemap.xml | 	https://www.handandstonecoloradosprings.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-nwportland.com	301	3	http://handandstone-nwportland.com/sitemap.xml | https://handandstone-nwportland.com/sitemap.xml | http://www.handandstone-nwportland.com/sitemap.xml | 	https://www.handandstone-nwportland.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneeuless.com	301	3	http://handandstoneeuless.com/sitemap.xml | https://handandstoneeuless.com/sitemap.xml | http://www.handandstoneeuless.com/sitemap.xml | 	https://www.handandstoneeuless.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonedanville.com	301	3	http://handandstonedanville.com/sitemap.xml | https://handandstonedanville.com/sitemap.xml | http://www.handandstonedanville.com/sitemap.xml | 	https://www.handandstonedanville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonepeachtreecity.com	301	3	http://handandstonepeachtreecity.com/sitemap.xml | https://handandstonepeachtreecity.com/sitemap.xml | http://www.handandstonepeachtreecity.com/sitemap.xml | 	https://www.handandstonepeachtreecity.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneleawood.com	301	3	http://handandstoneleawood.com/sitemap.xml | https://handandstoneleawood.com/sitemap.xml | http://www.handandstoneleawood.com/sitemap.xml | 	https://www.handandstoneleawood.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonesouthernpines.com	301	3	http://handandstonesouthernpines.com/sitemap.xml | https://handandstonesouthernpines.com/sitemap.xml | http://www.handandstonesouthernpines.com/sitemap.xml | 	https://www.handandstonesouthernpines.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonepembrokepines.com	301	3	http://handandstonepembrokepines.com/sitemap.xml | https://handandstonepembrokepines.com/sitemap.xml | http://www.handandstonepembrokepines.com/sitemap.xml | 	https://www.handandstonepembrokepines.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonenorthville.com	301	3	http://handandstonenorthville.com/sitemap.xml | https://handandstonenorthville.com/sitemap.xml | http://www.handandstonenorthville.com/sitemap.xml | 	https://www.handandstonenorthville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebocaraton.com	301	3	http://handandstonebocaraton.com/sitemap.xml | https://handandstonebocaraton.com/sitemap.xml | http://www.handandstonebocaraton.com/sitemap.xml | 	https://www.handandstonebocaraton.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneseminole.com	301	3	http://handandstoneseminole.com/sitemap.xml | https://handandstoneseminole.com/sitemap.xml | http://www.handandstoneseminole.com/sitemap.xml | 	https://www.handandstoneseminole.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonetyler.com	301	3	http://handandstonetyler.com/sitemap.xml | https://handandstonetyler.com/sitemap.xml | http://www.handandstonetyler.com/sitemap.xml | 	https://www.handandstonetyler.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonepresidio.com	301	3	http://handandstonepresidio.com/sitemap.xml | https://handandstonepresidio.com/sitemap.xml | http://www.handandstonepresidio.com/sitemap.xml | 	https://www.handandstonepresidio.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonebabylon.com	301	3	http://handandstonebabylon.com/sitemap.xml | https://handandstonebabylon.com/sitemap.xml | http://www.handandstonebabylon.com/sitemap.xml | 	https://www.handandstonebabylon.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecincinnati-eastgate.com	301	3	http://handandstonecincinnati-eastgate.com/sitemap.xml | https://handandstonecincinnati-eastgate.com/sitemap.xml | http://www.handandstonecincinnati-eastgate.com/sitemap.xml | 	https://www.handandstonecincinnati-eastgate.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstone-portlandne.com	301	3	http://handandstone-portlandne.com/sitemap.xml | https://handandstone-portlandne.com/sitemap.xml | http://www.handandstone-portlandne.com/sitemap.xml | 	https://www.handandstone-portlandne.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneovertonpark.com	301	3	http://handandstoneovertonpark.com/sitemap.xml | https://handandstoneovertonpark.com/sitemap.xml | http://www.handandstoneovertonpark.com/sitemap.xml | 	https://www.handandstoneovertonpark.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemurphy.com	301	3	http://handandstonemurphy.com/sitemap.xml | https://handandstonemurphy.com/sitemap.xml | http://www.handandstonemurphy.com/sitemap.xml | 	https://www.handandstonemurphy.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstoneaustingreathills.com	301	3	http://handandstoneaustingreathills.com/sitemap.xml | https://handandstoneaustingreathills.com/sitemap.xml | http://www.handandstoneaustingreathills.com/sitemap.xml | 	https://www.handandstoneaustingreathills.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonefredericksburg.com	301	3	http://handandstonefredericksburg.com/sitemap.xml | https://handandstonefredericksburg.com/sitemap.xml | http://www.handandstonefredericksburg.com/sitemap.xml | 	https://www.handandstonefredericksburg.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonefortworth-downtown.com	301	3	http://handandstonefortworth-downtown.com/sitemap.xml | https://handandstonefortworth-downtown.com/sitemap.xml | http://www.handandstonefortworth-downtown.com/sitemap.xml | 	https://www.handandstonefortworth-downtown.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonesurprise.com	301	1	http://handandstonesurprise.com/sitemap.xml | 	http://www.handandstonesurprise.com/sitemap.xml	205.178.153.7	ns69.domaincontrol.com.	
handandstonedenville.com	301	3	http://handandstonedenville.com/sitemap.xml | https://handandstonedenville.com/sitemap.xml | http://www.handandstonedenville.com/sitemap.xml | 	https://www.handandstonedenville.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonechamblee.com	301	3	http://handandstonechamblee.com/sitemap.xml | https://handandstonechamblee.com/sitemap.xml | http://www.handandstonechamblee.com/sitemap.xml | 	https://www.handandstonechamblee.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonemiamilakes.com	301	3	http://handandstonemiamilakes.com/sitemap.xml | https://handandstonemiamilakes.com/sitemap.xml | http://www.handandstonemiamilakes.com/sitemap.xml | 	https://www.handandstonemiamilakes.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebluebell.com	301	3	http://handandstonebluebell.com/sitemap.xml | https://handandstonebluebell.com/sitemap.xml | http://www.handandstonebluebell.com/sitemap.xml | 	https://www.handandstonebluebell.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonecherryhill.com	301	3	http://handandstonecherryhill.com/sitemap.xml | https://handandstonecherryhill.com/sitemap.xml | http://www.handandstonecherryhill.com/sitemap.xml | 	https://www.handandstonecherryhill.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonebellmore.com	301	3	http://handandstonebellmore.com/sitemap.xml | https://handandstonebellmore.com/sitemap.xml | http://www.handandstonebellmore.com/sitemap.xml | 	https://www.handandstonebellmore.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstoneedgewater.com	301	3	http://handandstoneedgewater.com/sitemap.xml | https://handandstoneedgewater.com/sitemap.xml | http://www.handandstoneedgewater.com/sitemap.xml | 	https://www.handandstoneedgewater.com/sitemap.xml	209.17.116.160	ns3a.dns-host.com.	
handandstonelaceytownship.com	301	3	http://handandstonelaceytownship.com/sitemap.xml | https://handandstonelaceytownship.com/sitemap.xml | http://www.handandstonelaceytownship.com/sitemap.xml | 	https://www.handandstonelaceytownship.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
handandstonewaukesha.com	301	3	http://handandstonewaukesha.com/sitemap.xml | https://handandstonewaukesha.com/sitemap.xml | http://www.handandstonewaukesha.com/sitemap.xml | 	https://www.handandstonewaukesha.com/sitemap.xml	209.17.116.160	ns3b.dns-host.com.	
